area,ca,curso,modalidade,N,idd,idd_faixa,ano
85,Privada com fins lucrativos,1187612,Educação Presencial,3,-1.622237392,3,2018
86,Privada com fins lucrativos,1187613,Educação Presencial,9,1.072788249,3,2018
101,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1187630,Educação Presencial,1,,SC,2018
85,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1187631,Educação Presencial,2,,SC,2018
94,Privada com fins lucrativos,1187637,Educação Presencial,5,2.496448685,4,2018
84,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1187768,Educação Presencial,11,5.156319862,5,2018
1,Pessoa Jurídica de Direito Público - Municipal,1187857,Educação Presencial,6,5.555446819,5,2018
18,Pessoa Jurídica de Direito Público - Estadual,1188088,Educação Presencial,17,1.629091722,4,2018
100,Pessoa Jurídica de Direito Público - Estadual,1188221,Educação a Distância,16,0.225054284,3,2018
106,Privada com fins lucrativos,1188232,Educação Presencial,19,-4.132288028,2,2018
86,Privada com fins lucrativos,1188379,Educação Presencial,3,0.314212715,3,2018
1,Pessoa Jurídica de Direito Público - Federal,1188421,Educação Presencial,24,-1.214811825,3,2018
1,Privada sem fins lucrativos,1188430,Educação Presencial,11,2.071341939,4,2018
2,Pessoa Jurídica de Direito Público - Estadual,1188474,Educação Presencial,27,0.033106398,3,2018
102,Pessoa Jurídica de Direito Público - Federal,1188616,Educação Presencial,20,-1.707935578,2,2018
101,Privada sem fins lucrativos,1188747,Educação a Distância,9,-8.343200154,1,2018
81,Pessoa Jurídica de Direito Público - Federal,1188874,Educação Presencial,27,-0.782752788,2,2018
100,Pessoa Jurídica de Direito Público - Federal,1188879,Educação a Distância,0,,SC,2018
22,Privada sem fins lucrativos,1188882,Educação Presencial,1,,SC,2018
94,Privada com fins lucrativos,1188884,Educação a Distância,1,,SC,2018
101,Privada sem fins lucrativos,1188895,Educação a Distância,3,-2.88824075,2,2018
18,Privada com fins lucrativos,1188951,Educação Presencial,14,-0.581400276,3,2018
88,Pessoa Jurídica de Direito Público - Federal,1189018,Educação Presencial,25,0.740525432,3,2018
81,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1189071,Educação Presencial,28,0.886663407,3,2018
804,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1189135,Educação Presencial,2,14.96036489,5,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1189580,Educação Presencial,16,1.999816736,4,2018
83,Privada sem fins lucrativos,1189589,Educação Presencial,11,0.45764072,3,2018
18,Privada com fins lucrativos,1189658,Educação Presencial,53,-0.069989699,3,2018
22,Privada com fins lucrativos,1189815,Educação Presencial,7,-1.459012742,2,2018
22,Pessoa Jurídica de Direito Público - Federal,1189915,Educação Presencial,27,-1.568304333,2,2018
87,Privada com fins lucrativos,1190048,Educação a Distância,6,,SC,2018
104,Privada com fins lucrativos,1190077,Educação Presencial,5,2.07990057,4,2018
86,Privada sem fins lucrativos,1190117,Educação Presencial,1,,SC,2018
86,Privada sem fins lucrativos,1190135,Educação Presencial,6,2.210530169,4,2018
94,Privada com fins lucrativos,1190158,Educação a Distância,69,-0.740358984,3,2018
22,Privada com fins lucrativos,1190186,Educação Presencial,20,-1.567768202,2,2018
93,Privada sem fins lucrativos,1190192,Educação Presencial,8,0.684885124,3,2018
86,Privada com fins lucrativos,1190204,Educação a Distância,6,,SC,2018
94,Privada com fins lucrativos,1190205,Educação a Distância,3,,SC,2018
1,Privada sem fins lucrativos,1190424,Educação Presencial,28,-0.876428238,3,2018
18,Privada com fins lucrativos,1190430,Educação Presencial,41,0.297575953,3,2018
94,Privada sem fins lucrativos,1190435,Educação Presencial,7,-1.453858367,3,2018
1,Pessoa Jurídica de Direito Público - Federal,1190445,Educação Presencial,46,0.126012977,3,2018
38,Privada com fins lucrativos,1190561,Educação Presencial,2,7.962119953,5,2018
83,Pessoa Jurídica de Direito Público - Federal,1190580,Educação Presencial,11,1.529700597,3,2018
38,Privada com fins lucrativos,1190587,Educação Presencial,1,,SC,2018
22,Privada sem fins lucrativos,1190949,Educação Presencial,31,0.156041785,3,2018
86,Privada sem fins lucrativos,1190950,Educação Presencial,27,-0.503493209,3,2018
1,Pessoa Jurídica de Direito Público - Federal,1191027,Educação Presencial,30,0.82396018,3,2018
29,Pessoa Jurídica de Direito Público - Federal,1191218,Educação Presencial,18,-1.827720105,2,2018
1,Pessoa Jurídica de Direito Público - Federal,1191291,Educação Presencial,14,2.883163256,4,2018
94,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1191344,Educação Presencial,24,0.80716537,3,2018
88,Privada sem fins lucrativos,1191548,Educação Presencial,5,-2.137067646,2,2018
81,Privada sem fins lucrativos,1191653,Educação Presencial,33,0.970388654,3,2018
38,Privada sem fins lucrativos,1191655,Educação a Distância,28,-1.716891347,2,2018
804,Pessoa Jurídica de Direito Público - Federal,1191700,Educação Presencial,8,-1.69478208,2,2018
803,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1191849,Educação Presencial,47,0.696340802,3,2018
804,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1191852,Educação Presencial,53,-1.727045923,2,2018
88,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1192192,Educação Presencial,11,0.564468748,3,2018
94,Privada sem fins lucrativos,1192227,Educação Presencial,1,,SC,2018
1,Privada com fins lucrativos,1192239,Educação Presencial,21,0.107149849,3,2018
88,Privada sem fins lucrativos,1192408,Educação Presencial,0,,SC,2018
100,Pessoa Jurídica de Direito Público - Federal,1192453,Educação a Distância,74,-0.286790036,3,2018
86,Privada sem fins lucrativos,1192717,Educação Presencial,3,6.913565816,5,2018
85,Privada sem fins lucrativos,1192718,Educação Presencial,1,,SC,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1192751,Educação Presencial,13,0.787223358,3,2018
94,Privada com fins lucrativos,1192919,Educação Presencial,17,0.992644955,3,2018
104,Privada com fins lucrativos,1193058,Educação Presencial,31,-0.497755579,3,2018
22,Privada com fins lucrativos,1193394,Educação Presencial,52,0.040314413,3,2018
88,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,1193646,Educação Presencial,7,1.712883182,4,2018
84,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1194068,Educação a Distância,8,-2.026245721,3,2018
86,Privada sem fins lucrativos,1199208,Educação Presencial,31,2.029430474,3,2018
84,Privada sem fins lucrativos,1199210,Educação Presencial,4,-0.100096555,3,2018
803,Privada sem fins lucrativos,1199211,Educação Presencial,26,-0.001579718,3,2018
804,Privada sem fins lucrativos,1199212,Educação Presencial,42,0.207996703,3,2018
86,Privada com fins lucrativos,1199589,Educação Presencial,10,0.578997538,3,2018
86,Privada com fins lucrativos,1199648,Educação Presencial,1,,SC,2018
93,Privada sem fins lucrativos,1199661,Educação Presencial,1,,SC,2018
94,Privada sem fins lucrativos,1200060,Educação Presencial,1,,SC,2018
22,Privada com fins lucrativos,1200353,Educação Presencial,4,0.915894057,3,2018
86,Privada sem fins lucrativos,1200434,Educação Presencial,4,1.5343426,3,2018
94,Privada sem fins lucrativos,1200667,Educação Presencial,12,1.70438147,3,2018
85,Privada sem fins lucrativos,1200670,Educação Presencial,6,5.490756091,5,2018
1,Privada com fins lucrativos,1200672,Educação Presencial,11,-2.643118262,2,2018
38,Privada com fins lucrativos,1202388,Educação Presencial,53,0.091718434,3,2018
84,Privada com fins lucrativos,1202532,Educação Presencial,6,0.366961526,3,2018
1,Privada com fins lucrativos,1202555,Educação Presencial,40,-1.019680872,3,2018
22,Privada com fins lucrativos,1202556,Educação Presencial,33,-0.85918079,3,2018
94,Privada com fins lucrativos,1202557,Educação Presencial,28,-0.236577199,3,2018
94,Privada com fins lucrativos,1202780,Educação Presencial,0,,SC,2018
38,Privada com fins lucrativos,1203175,Educação Presencial,14,-1.00216762,3,2018
100,Pessoa Jurídica de Direito Público - Federal,1203245,Educação a Distância,0,,SC,2018
106,Privada com fins lucrativos,1203250,Educação a Distância,2,2.178419078,4,2018
85,Privada com fins lucrativos,1203257,Educação a Distância,1,,SC,2018
100,Pessoa Jurídica de Direito Público - Federal,1203263,Educação a Distância,5,0.172138289,3,2018
81,Privada sem fins lucrativos,1203321,Educação Presencial,5,5.136758113,5,2018
26,Privada com fins lucrativos,1203328,Educação Presencial,35,0.422651436,3,2018
83,Privada com fins lucrativos,1203329,Educação Presencial,5,-2.804058408,2,2018
103,Privada com fins lucrativos,1203330,Educação Presencial,5,-4.993960771,1,2018
86,Privada com fins lucrativos,1203332,Educação Presencial,8,3.144283268,4,2018
104,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1203336,Educação Presencial,5,5.35543116,5,2018
22,Privada sem fins lucrativos,1203394,Educação Presencial,48,-0.403050719,3,2018
104,Privada com fins lucrativos,1203416,Educação Presencial,2,1.082366232,4,2018
94,Privada sem fins lucrativos,1203636,Educação Presencial,10,1.486513182,3,2018
38,Privada com fins lucrativos,1203638,Educação Presencial,85,-0.352119409,3,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1203644,Educação Presencial,4,-6.799271586,1,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1203762,Educação a Distância,2,,SC,2018
88,Privada com fins lucrativos,1204000,Educação Presencial,20,0.984655107,4,2018
86,Privada com fins lucrativos,1204005,Educação Presencial,11,1.815429336,3,2018
93,Privada com fins lucrativos,1204006,Educação Presencial,5,-0.455911549,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1204017,Educação Presencial,11,-1.732932803,2,2018
106,Pessoa Jurídica de Direito Público - Federal,1204018,Educação Presencial,16,-0.449098468,3,2018
22,Privada com fins lucrativos,1204134,Educação Presencial,2,-1.553234459,2,2018
1,Privada com fins lucrativos,1204147,Educação Presencial,12,-0.893576368,3,2018
105,Privada com fins lucrativos,1204157,Educação Presencial,0,,SC,2018
94,Privada com fins lucrativos,1204159,Educação Presencial,1,,SC,2018
84,Privada com fins lucrativos,1204169,Educação Presencial,12,0.838947644,4,2018
86,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1204216,Educação a Distância,0,,SC,2018
100,Pessoa Jurídica de Direito Público - Federal,1204217,Educação a Distância,22,-1.685398602,2,2018
22,Privada com fins lucrativos,1204242,Educação Presencial,27,-0.404054468,3,2018
1,Privada sem fins lucrativos,1204316,Educação Presencial,50,1.397178912,4,2018
86,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1204336,Educação a Distância,2,-3.050869948,2,2018
22,Privada com fins lucrativos,1204381,Educação Presencial,22,-0.607682372,3,2018
1,Privada com fins lucrativos,1204384,Educação a Distância,3,7.867650707,5,2018
22,Privada com fins lucrativos,1204385,Educação a Distância,1,,SC,2018
86,Privada com fins lucrativos,1204386,Educação a Distância,2,-0.653932925,3,2018
104,Privada com fins lucrativos,1204393,Educação Presencial,54,-0.203484056,3,2018
84,Privada com fins lucrativos,1204394,Educação Presencial,33,-1.826464147,3,2018
85,Privada com fins lucrativos,1204395,Educação Presencial,6,-7.467294004,1,2018
105,Privada com fins lucrativos,1204407,Educação Presencial,12,0.179386735,3,2018
86,Privada sem fins lucrativos,1204409,Educação Presencial,13,-1.820024694,2,2018
86,Privada com fins lucrativos,1204411,Educação Presencial,42,0.335598014,3,2018
94,Privada com fins lucrativos,1204419,Educação Presencial,2,10.27060884,5,2018
93,Privada com fins lucrativos,1204420,Educação Presencial,0,,SC,2018
88,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1204454,Educação Presencial,5,3.606173125,5,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1204456,Educação Presencial,9,0.714757838,3,2018
94,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1204463,Educação Presencial,0,,SC,2018
93,Privada sem fins lucrativos,1204466,Educação Presencial,5,-2.001710076,2,2018
86,Privada sem fins lucrativos,1204467,Educação Presencial,22,0.911499108,3,2018
22,Privada sem fins lucrativos,1204487,Educação Presencial,14,-0.185980982,3,2018
102,Privada com fins lucrativos,1204513,Educação Presencial,2,-4.957736431,1,2018
22,Privada com fins lucrativos,1204564,Educação Presencial,30,1.321971133,4,2018
86,Privada com fins lucrativos,1204568,Educação Presencial,11,3.248902824,4,2018
94,Privada sem fins lucrativos,1204612,Educação Presencial,11,-1.381332139,3,2018
86,Privada com fins lucrativos,1204636,Educação Presencial,26,-1.046445726,3,2018
86,Privada sem fins lucrativos,1204644,Educação Presencial,16,-1.224661445,3,2018
804,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1204663,Educação Presencial,67,0.081028687,3,2018
94,Privada com fins lucrativos,1204688,Educação Presencial,10,3.695172603,4,2018
803,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1204694,Educação Presencial,37,1.621138818,4,2018
86,Privada sem fins lucrativos,1204706,Educação Presencial,5,-0.291527905,3,2018
22,Privada com fins lucrativos,1204819,Educação Presencial,28,2.082776135,4,2018
93,Privada sem fins lucrativos,1204821,Educação Presencial,2,-2.739521246,2,2018
804,Privada sem fins lucrativos,1204825,Educação Presencial,4,2.841976726,4,2018
22,Privada com fins lucrativos,1204845,Educação Presencial,299,-0.002312916,3,2018
38,Privada com fins lucrativos,1204859,Educação Presencial,0,,SC,2018
86,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,1204875,Educação Presencial,1,,SC,2018
804,Privada com fins lucrativos,1204888,Educação Presencial,12,-2.049896873,2,2018
22,Privada sem fins lucrativos,1204894,Educação Presencial,10,0.754965327,3,2018
86,Privada sem fins lucrativos,1204911,Educação Presencial,11,-1.635824254,3,2018
106,Privada sem fins lucrativos,1204912,Educação Presencial,28,1.041715548,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1204948,Educação Presencial,30,0.379582371,3,2018
106,Privada sem fins lucrativos,1204949,Educação Presencial,8,-0.88907437,3,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1204950,Educação Presencial,23,-2.037374125,2,2018
106,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1204951,Educação Presencial,25,-2.284065447,2,2018
1,Privada com fins lucrativos,1204958,Educação Presencial,46,0.003460013,3,2018
22,Privada com fins lucrativos,1204971,Educação Presencial,11,-0.99376445,3,2018
85,Privada com fins lucrativos,1204982,Educação a Distância,22,-0.925870647,3,2018
38,Privada sem fins lucrativos,1204988,Educação Presencial,27,-0.682204609,3,2018
85,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1205003,Educação Presencial,3,-3.825852399,2,2018
102,Privada com fins lucrativos,1205010,Educação Presencial,0,,SC,2018
